ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,InsuranceValidity,RTO,Mileage,Color,EngineType,Displacement,NoofCylinder,FuelSuppySystem,TurboCharger,SuperCharger,GearBox,DriveType, SeatingCapacity,SteeringType,FrontBrakeType,RearBrakeType,TyreType,NoDoorNumbers,city
Petrol,Hatchback,10000,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2021,AMT Sportz,701000,Third Party insurance,DL8C,20.7,Others,1.2 Kappa petrol,1197,4,PGM-Fi,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Delhi
Cng,Hatchback,70000,Manual,2,Maruti,Maruti Celerio Tour 2018-2021,2019,H2 CNG,410000,Third Party insurance,HR55,19.23,White,DDiS Diesel Engine,998,3,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Sedan,30000,Manual,1,Fiat,Fiat Linea,2009,Active,120000,Third Party insurance,DL02,14.6,Black, FIRE Engine,1368,4,MPFi,No,No,5,FWD,5,Power,Ventilated Disk,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,36000,Automatic,1,Honda,Honda Brio,2017,1.2 VX AT,490000,Third Party insurance,DL10,16.5,Red,i-VTEC Engine,1198,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Hatchback,50000,Manual,3,Renault,Renault KWID,2017,RXT,205000,Third Party insurance,HR26,25.17,Gray,Petrol Engine,799,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,SUV,30211,Manual,1,Mahindra,Mahindra XUV300,2022,W6 Diesel Sunroof BSVI,1013000,Zero Dep,UP85,20.0,Black,1.5L Turbo Diesel,1497,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Delhi
Petrol,Sedan,40000,Manual,1,Honda,Honda Amaze,2019,VX Petrol BSIV,615000,Third Party insurance,HR98,19.5,White,i-VTEC Petrol Engine,1199,4,MPFi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,72368,Manual,2,Maruti,Maruti Baleno,2016,1.2 Delta,433000,Comprehensive,DL3C,21.4,Orange,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,SUV,51260,Manual,2,Honda,Honda WR-V,2018,i-DTEC S,607000,Third Party,DL09,25.5,Silver,i-DTEC Diesel Engine,1498,4,CRDi,Yes,No,6,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Hatchback,30000,Manual,2,Honda,Honda Brio,2013,S MT,310000,Third Party insurance,DL09,19.4,White,i-VTEC Engine,1198,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Hatchback,79166,Manual,1,Hyundai,Hyundai i20,2018,1.2 Asta Option,564000,Comprehensive,DL07,18.6,White,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Diesel,Sedan,120000,Automatic,2,BMW,BMW 3 Series GT,2016,Luxury Line,1500000,Third Party insurance,UP32,21.76,Black,TwinPower Turbo 4-Cylinder Diesel Engine,1995,4,CRDi,Yes,No,8,RWD,5,Power,Disc,Disc,Run-Flat,4,Delhi
Diesel,Sedan,110000,Automatic,2,BMW,BMW 3 Series GT,2016,Luxury Line,1500000,Third Party insurance,UP32,21.76,Black,TwinPower Turbo 4-Cylinder Diesel Engine,1995,4,CRDi,Yes,No,8,RWD,5,Power,Disc,Disc,Run-Flat,4,Delhi
Petrol,Hatchback,70000,Manual,2,Honda,Honda Jazz,2015,1.2 V i VTEC,345000,Third Party insurance,DL4C,18.7,Gray,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,SUV,30000,Manual,1,Hyundai,Hyundai Creta,2017,1.6 VTVT E Plus,690000,Third Party insurance,DL3C,15.29,Red,VTVT Petrol Engine,1591,4,MPFI,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Petrol,Hatchback,50000,Manual,1,Tata,Tata Altroz,2021,XT BSVI,730000,Third Party insurance,DL3C,19.33,Others,1.2 l Revotron,1199,3,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,SUV,100000,Manual,1,Ford,Ford Ecosport,2017,1.5 Diesel Titanium BSIV,540000,Third Party insurance,UP11,23.0,Others,TDCi Diesel Engine,1498,4,Direct Injection,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai EON,2014,D Lite Plus,210000,Third Party insurance,DL3C,21.1,Others,Petrol Engine,814,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Diesel,SUV,74000,Manual,1,Hyundai,Hyundai Creta,2018,1.4 EX Diesel,935000,Third Party,UP17,22.1,Black,U2 CRDI Engine,1396,4,CRDi,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Diesel,Sedan,60000,Manual,1,Ford,Ford Aspire,2015,1.5 TDCi Trend,380000,Third Party insurance,HR26,25.83,Black,TDCi Diesel Engine,1498,4,Common Rail,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless,4,Delhi
Diesel,SUV,120000,Manual,1,Tata,Tata Harrier,2019,XZ BSIV,1450000,Third Party insurance,HR26,17.0,Others,Kryotec 2.0LTurbocharged Engine,1956,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,4,Delhi
Petrol,Hatchback,9545,Manual,1,Hyundai,Hyundai i10,2011,Magna 1.2 iTech SE,200000,Third Party insurance,HR26,20.36,Grey,DOHC Kappa2 Engine ,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,SUV,36002,Manual,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium BSIV,791000,Comprehensive,UP14,17.0,Red,Ti-VCT Petrol Engine,1497,3,Direct Injection,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,30854,Automatic,2,Maruti,Maruti Baleno,2021,Zeta CVT,779000,Comprehensive,HR26,19.56,Red,1.2L VVT Engine,1197,4,MPFI,No,No,CVT,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,Sedan,45000,Manual,1,Maruti,Maruti Swift Dzire,2018,VDI,650000,Comprehensive,DL8C,28.4,Golden,DDiS Diesel Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,52654,Manual,1,Maruti,Maruti Swift,2019,LXI,482000,Third Party insurance,UP16,22.38,Others,K Series Dual jet,1197,4,CRDI,Yes,No,5,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Delhi
Cng,Hatchback,34151,Manual,1,Hyundai,Hyundai Santro,2019,Sportz CNG BSIV,562000,Comprehensive,DL9C,22.5552,Silver,K Series Dual jet,1086,4,CRDI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Hatchback,29000,Manual,1,Renault,Renault KWID,2017,1.0 RXT,310000,Comprehensive,HR29,23.01,White,Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Sedan,31873,Manual,1,Honda,Honda City,2019,i-VTEC VX,892000,Comprehensive,HR26,17.4,White,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Sedan,24000,Manual,1,Hyundai,Hyundai Verna,2015,1.6 SX VTVT,530000,Third Party insurance,DL7C,17.01,Red,VTVT Petrol Engine,1591,4,MPFI,No,No,5,FWD,5,Power,Disc ,Drum,Tubeless,4,Delhi
Petrol,Hatchback,52129,Manual,1,Maruti,Maruti Baleno,2016,1.2 Alpha,549000,Comprehensive,DL12,21.4,Silver,VVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Sedan,82000,Manual,2,Honda,Honda City,2009,1.5 S MT,235000,Third Party insurance,DL07,17.0,Silver,In-Line Engine,1497,4,EFI (Electronic Fuel Injection),No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Sedan,64000,Manual,1,Maruti,Maruti Ciaz,2015,VXi Plus,595000,Third Party insurance,DL03,20.73,Silver,k14B VVT Engine,1373,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Delhi
Diesel,SUV,63000,Automatic,1,BMW,BMW X1,2018,sDrive 20d xLine,2025000,Comprehensive,DL10,20.68,Blue,Diesel Engine,1995,4,CRDi,Yes,No,8,FWD,5,Power,Disc,Disc,Runflat,5,Delhi
Petrol,Hatchback,63000,Automatic,1,Maruti,Maruti Celerio,2014,VXI AT,385000,Third Party insurance,DL03,23.1,Red,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Hatchback,64000,Manual,1,Honda,Honda Brio,2012,S MT,295000,Third Party,DL03,19.4,White,i-VTEC Engine,1198,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Sedan,50236,Automatic,1,Lexus,Lexus ES,2019,300h Luxury,4975000,Third Party insurance,UP14,19.23,White,2.5-liter L4 engine,2487,4,VVT-iE,Yes,No,E-CVT,FWD,5,Electric,Disc,Disc,"Tubeless,Radial",4,Delhi
Diesel,Sedan,28000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,Expression E 220 d BSIV,3950000,Comprehensive,DL8A,16.1,White,CDI In-line Engine,1950,4,CRDI,Yes,No,9,RWD,5,Electric,Ventilated Disc,Disc,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,6624,Manual,1,Renault,Renault KWID,2022,CLIMBER BSVI,489000,Third Party insurance,DL12,21.46,Blue,1.0 SCe,999,3,CRDI,Yes,No,5,RWD,5,Electric,Disc,Drum,"Radial, Tubeless",5,Delhi
Petrol,Sedan,48077,Manual,2,Honda,Honda Amaze,2013,EX i-Vtech,326000,Third Party insurance,UP85,18.0,Others,i-VTEC Petrol Engine,1198,4,CRDI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Delhi
Diesel,Sedan,36000,Automatic,1,Audi,Audi A4,2016,35 TDI Premium Plus,1549000,Comprehensive,UP16,18.25,Blue,TDI Diesel Engine,1968,4,CRDI,Yes,No,7,FWD,5,Power,Ventilated Disc,Disc,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,71355,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,547000,Third Party insurance,DL12,18.6,White,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Petrol,Hatchback,76282,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2019,AMT Sportz,614000,Comprehensive,DL4C,20.7,Blue,1.2 Kappa petrol,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Hatchback,25091,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Magna BSIV,445000,Comprehensive,DL10,18.9,Others,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Diesel,Sedan,80000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,200 CDI Sport,2200000,Comprehensive,HR26,17.9,Silver,In Line Diesel Engine,2143,4,CRDi,Yes,No,7,FWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,42857,Manual,1,Hyundai,Hyundai i10,2013,Asta,285000,Comprehensive,HR26,20.36,Silver,DOHC Kappa2 Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Diesel,Sedan,96000,Automatic,1,BMW,BMW 5 Series,2016,520d Luxury Line,2350000,Comprehensive,HR51,18.12,Grey,Diesel Engine,1995,4,CRDi,Yes,No,8,RWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",4,Delhi
Petrol,SUV,66999,Automatic,1,MG,MG Hector,2021,Sharp DCT,1675000,Comprehensive,DL10,19.23,White,1.5 L Turbocharged Intercooled,1451,4,CRDi,Yes,No,6 DCT,FWD,5,Power,Disc,Disc,"Tubeless, Radial",5,Delhi
Petrol,Hatchback,69000,Automatic,1,Volkswagen,Volkswagen Polo,2021,GT TSI BSIV,875000,Comprehensive,DL8C,19.23,Red,TSI Petrol Engine,1197,4,Direct Injectio,Yes,No,7,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,Sedan,33000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,200 CDI Sport,2850000,Third Party insurance,DL8C,17.9,White,In Line Diesel Engine,2143,4,CRDi,Yes,No,7,FWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Delhi
Petrol,Sedan,65000,Automatic,1,Toyota,Toyota Corolla Altis,2014,VL AT,695000,Comprehensive,HR26,14.28,Silver,2ZR-FE Petrol Engine,1798,4,EFI,No,No,7,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,49000,Automatic,1,Maruti,Maruti Baleno,2018,1.2 CVT Alpha,725000,Third Party insurance,HR26,21.4,Grey,VVT Petrol Engine,1197,4,MPFI,No,No,CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,Sedan,74000,Manual,1,Maruti,Maruti Swift Dzire,2014,VDI,500000,Third Party insurance,HR16,23.4,Grey,DDiS Diesel Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,SUV,23000,Automatic,1,MG,MG Hector,2020,Sharp DCT,1650000,Third Party insurance,DL10,13.96,Red,DDiS Diesel Engine,1451,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Disc,Radial,5,Delhi
Petrol,Hatchback,32192,Manual,1,Maruti,Maruti Alto K10,2015,VXI,253000,Third Party,DL1C,24.39,Silver,K10C,998,3,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Sedan,53930,Manual,1,Maruti,Maruti Swift Dzire,2017,VXI,496000,Zero Dep,DL6C,22.41,White,K10C,1197,4,CRDI,Yes,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",4,Delhi
Petrol,SUV,70000,Manual,2,Ford,Ford Ecosport,2017,1.5 Petrol Titanium BSIV,510000,Third Party insurance,DL12,17.0,Others,Ti-VCT Petrol Engine,1497,3,Direct Injection,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Sedan,47121,Manual,2,Honda,Honda City,2015,i VTEC SV,554000,Comprehensive,DL7C,17.4,Red,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,39000,Manual,2,Hyundai,Hyundai i20,2017,1.2 Era,485000,Third Party insurance,DL4C,18.6,White,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Cng,SUV,20000,Manual,1,Maruti,Maruti Grand Vitara,2023,Delta CNG,1425000,Third Party insurance,DL4C,19.684,Others,Kappa VTVT Petrol Engine,1462,4,MPFI,No,No,5,2WD,5,Power,Ventilated Disc,Solid Disc,"Tubeless, Radial",5,Delhi
Diesel,Sedan,150000,Manual,1,Hyundai,Hyundai Xcent,2016,1.1 CRDi SX Option,377000,Third Party insurance,DL7C,24.4,Others,U2 CRDI Diesel Engine,1120,3,CRDI,Yes,No,5,FWD ,5,Power,Disc ,Drum,Tubeless,4,Delhi
Petrol,Hatchback,110000,Manual,3,Maruti,Maruti Wagon R,2009,VXI Minor,100000,Third Party insurance,DL7C,18.9,Others,FC Petrol Engine,1061,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Delhi
Petrol,Hatchback,80000,Manual,2,Hyundai,Hyundai i20,2016,Sportz 1.2,425000,Third Party insurance,UP14,18.6,Others,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Petrol,Hatchback,40000,Manual,2,Maruti,Maruti Swift,2016,VXI,415000,Third Party insurance,UP14,21.21,Silver,VTVT Engine,1197,4,MPFi,No,No,5,FWD,5,Electric,Disc,Drum,Tubeless,5,Delhi
Petrol,SUV,20000,Automatic,1,Skoda,Skoda Kushaq,2021,1.0 TSI Style AT BSVI,1580000,Third Party insurance,CH01,17.2,White,1.0 TSI Petrol Engine,999,3,TSI,Yes,No,6,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Hatchback,74000,Manual,2,Maruti,Maruti Wagon R,2011,VXI 1.2,165000,Third Party insurance,DL13,20.52,Grey,K12M Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",5,Delhi
Diesel,Sedan,62000,Automatic,2,BMW,BMW 5 Series,2018,520d Luxury Line,3550000,Comprehensive,PB87,20.37,Blue,TwinPower Turbo Inline 4 Cylinder Engine,1995,4,CRDi,Twin,No,8- Steptronic,RWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless, Runflat",4,Delhi
Petrol,Hatchback,80000,Manual,1,Maruti,Maruti Swift,2009,Lxi BSIII,86000,Third Party insurance,PB87,16.1,Gray,In-Line Engine,1298,4,MPFI,No,No,5,RWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Hatchback,23256,Manual,1,Maruti,Maruti Baleno,2020,Delta,634000,Third Party,UP14,21.01,Silver,1.2L VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Hatchback,29120,Manual,1,Maruti,Maruti Ignis,2022,Sigma BSVI,525000,Zero Dep,HR51,20.89,Blue,VVT,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Delhi
Diesel,SUV,62000,Manual,1,Ford,Ford Ecosport,2018,1.5 Diesel Titanium,660000,Third Party insurance,UP14,21.7,Grey,TDCi Diesel Engine,1498,4,Direct Injection,Yes,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Delhi
Diesel,Sedan,90513,Manual,1,Maruti,Maruti Swift Dzire,2017,ZDI,562000,Comprehensive,UP14,28.4,Others,DDiS Diesel Engine,1248,4,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Delhi
Diesel,SUV,49396,Manual,1,Hyundai,Hyundai Creta,2018,1.6 CRDi SX Option,1114000,Comprehensive,DL08,19.67,White,U2 CRDI VGT Engine,1582,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Petrol,Sedan,120000,Manual,2,Toyota,Toyota Corolla Altis,2008,G,100000,Third Party insurance,DL08,14.53,Gray,DOHC Dual VVT-i Petrol En,1798,4,EFI(Electronic Fuel Injection),No,No,6,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,18475,Manual,1,Maruti,Maruti Alto 800,2019,LXI,344000,Zero Dep,HR29,22.05,White,F8D Petrol Engine,796,3,EFI(Electronic Fuel Injection),No,No,5,FWD,5,Power,Disc,Drum,Tubeless Tyres,5,Delhi
Cng,Hatchback,27792,Manual,1,Hyundai,Hyundai Santro,2019,Sportz CNG BSIV,530000,Zero Dep,DL8C,22.5552,Silver,V-Type Diesel Engine,1086,4,CRDI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Sedan,55000,Automatic,1,BMW,BMW 5 Series,2019,530i M Sport,4500000,Comprehensive,UP16,15.01,Blue,TwinPower Turbo Inline 4 Cylinder Engine,1998,4,MPFI,Twin,No,8- Steptronic,RWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Runflat",4,Delhi
Petrol,Sedan,72000,Manual,1,Honda,Honda City,2011,1.5 S MT,278000,Third Party insurance,DL9C,17.0,White,In-Line Engine,1497,4,EFI (Electronic Fuel Injection),No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Delhi
Diesel,Sedan,10000,Automatic,1,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2022,A 200d BSVI,4700000,Third Party insurance,DL9C,19.23,Blue,L4 200d,1950,4,EFI (Electronic Fuel Injection),Yes,No,8- DCT,FWD,5,Electric,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",4,Delhi
Petrol,SUV,40000,Manual,1,Hyundai,Hyundai Creta,2017,1.6 VTVT E Plus,690000,Third Party insurance,DL3C,15.29,Red,VTVT Petrol Engine,1591,4,MPFI,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Petrol,Sedan,80000,Automatic,1,Maruti,Maruti Ciaz,2020,Delta AT BSVI,820000,Third Party insurance,DL2C,20.04,Others,K15 Smart Hybrid Petrol Engine,1462,4,CRDI,Yes,No,4,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Delhi
Petrol,Hatchback,120000,Manual,2,Volkswagen,Volkswagen Polo,2011,Petrol Highline 1.6L,210000,Third Party insurance,DL2C,15.26,Others,In-Line Engine,1598,4,MPFI ,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Sedan,70000,Manual,1,Honda,Honda City,2018,i-VTEC VX,720000,Third Party insurance,DL2C,17.4,Others,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,57100,Manual,1,Hyundai,Hyundai Grand i10,2014,Magna,340000,Comprehensive,DL3C,18.9,Grey, Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Cng,Hatchback,45623,Manual,1,Maruti,Maruti S-Presso,2021,VXI Opt CNG,457000,Zero Dep,DL8C,19.23,Others,K10B,998,3,MPFI,No,No,5,FWD,4,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,SUV,100000,Manual,3,Ford,Ford Ecosport,2015,1.0 Ecoboost Titanium,380000,Third Party insurance,MP04,18.88,Others,Ecoboost Petrol Engine ,999,3,Direct Injection,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Sedan,7660,Automatic,1,Maruti,Maruti Swift Dzire,2019,AMT VXI,653000,Zero Dep,UP16,21.21,Red,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Delhi
Diesel,Sedan,35272,Manual,1,Hyundai,Hyundai Xcent,2016,1.2 CRDi E Plus,426000,Comprehensive,UP16,25.4,Silver,U2 CRDI Diesel Engine,1186,3,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,Tubeless,4,Delhi
Petrol,Hatchback,8526,Automatic,1,Renault,Renault KWID,2021,1.0 RXT AMT Opt,465000,Comprehensive,DL12,22.0,Blue,Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Hatchback,62929,Manual,1,Hyundai,Hyundai i20,2011,Asta 1.2,245000,Comprehensive,UP80,18.5,White,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Cng,Hatchback,30000,Manual,2,Maruti,Maruti Alto,2010,Green Std BSIV,80000,Third Party insurance,UP80,26.83,Others,In Line Engine,796,3,MPFI,No,No,Five  Manual Transmission,Two Wheel Drive,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Hatchback,53127,Manual,2,Maruti,Maruti Swift,2017,LXI Optional-O,432000,Third Party,DL2C,20.4,Red,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Delhi
Diesel,SUV,20000,Manual,1,Ford,Ford Ecosport,2017,1.5 Diesel Titanium BSIV,580000,Third Party insurance,HR29,23.0,Others,TDCi Diesel Engine,1498,4,Direct Injection,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,57000,Manual,1,Maruti,Maruti Wagon R,2013,VXI,235000,Comprehensive,DL8C,18.9,Grey,K Series Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,44000,Manual,1,Maruti,Maruti Wagon R,2013,VXI BS IV,270000,Comprehensive,HR51,20.51,White,K10B Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Delhi
Petrol,SUV,64000,Automatic,1,Ford,Ford Ecosport,2015,1.5 Petrol Titanium AT,625000,Comprehensive,HR26,14.7,Silver,Ti-VCT Petrol Engine,1496,3,Direct Injection,No,No,6,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",4,Delhi
Petrol,Sedan,49000,Automatic,1,Skoda,Skoda Octavia,2014,1.8 TSI AT L K,1050000,Comprehensive,DL2C,15.1,Silver,1.8TSI Petrol Engine,1798,4,Direct Injection,Yes,No,7,FWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,30000,Manual,1,Toyota,Toyota Glanza,2022,S BSVI,740000,Third Party insurance,DL3C,22.35,Others,1.2 L Petrol Engine,1197,4,Direct Injection,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless, Radial",5,Delhi
Petrol,Sedan,37000,Manual,0,Skoda,Skoda Octavia,2017,1.4 TSI MT Ambition,1049000,Third Party,DL3C,16.7,White,1.4TSI Petrol Engine,1395,4,Direct Injection,Yes,No,6,FWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Delhi
Petrol,Hatchback,30000,Manual,2,Hyundai,Hyundai i20,2018,Petrol Spotz,570000,Comprehensive,HR30,18.6,White,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Delhi
Petrol,Hatchback,90000,Manual,1,Honda,Honda Brio,2012,S MT,275000,Third Party insurance,HR51,19.4,Others,i-VTEC Engine,1198,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Delhi
Petrol,Hatchback,40000,Manual,2,Maruti,Maruti 800,2014,AC,250000,Third Party insurance,DL8C,16.1,Others,Hi-Tech Petrol Engine,796,3,MPFI,No,No,4,FWD,4,Manual,Disc,Drum,Radial,4,Delhi
Petrol,SUV,64336,Automatic,1,Jeep,Jeep Compass,2019,1.4 Limited,1365000,Zero Dep,DL10,16.0,White,1.4-Litre 4-Cyl Multiair Engine,1368,4,CRDI,Yes,No,7,4X2,5,Power,Disc,Discs,"Radial, Tubless",5,Delhi
