ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,InsuranceValidity,RTO,Mileage,Color,EngineType,Displacement,NoofCylinder,FuelSuppySystem,TurboCharger,SuperCharger,GearBox,DriveType, SeatingCapacity,SteeringType,FrontBrakeType,RearBrakeType,TyreType,NoDoorNumbers,city
Petrol,SUV,40000,Automatic,1,Hyundai,Hyundai Alcazar,2021,Platinum AT,1900000,Third Party insurance,TN22,14.2,Black,2.0 l petrol MPi engine,1999,4,Multi-point injection,No,No,6,RWD,6,Power,Disc,Disc,"Tubeless, Radial",5,Chennai
Petrol,SUV,27000,Automatic,1,Kia,Kia Seltos,2020,HTX IVT,1425000,Comprehensive,TN01,19.23,Blue,SMARTSTREAM G1.5,1497,4,MPI,No,No,IVT,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",5,Chennai
Petrol,Hatchback,20950,Automatic,1,Maruti,Maruti Alto K10,2018,VXI AMT,410000,Comprehensive,TN11,23.95,Red,K Series Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,SUV,50000,Manual,1,Jeep,Jeep Compass,2018,2.0 Longitude BSIV,1250000,Third Party insurance,TN11,17.1,Others,2.0-Litre 4-Cyl Multijet II Engine,1956,4,CRDI,Yes,No,6,4X2,5,power,Disc,Discs,"Radial, Tubless",5,Chennai
Petrol,SUV,55927,Manual,1,Hyundai,Hyundai Creta,2017,1.6 VTVT SX Plus Dual Tone,903000,Comprehensive,TN22,15.29,White,VTVT Petrol Engine,1591,4,MPFI,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Hatchback,35325,Manual,2,Hyundai,Hyundai i20,2014,Magna 1.2,488000,Comprehensive,TN03,18.6,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Hatchback,20000,Manual,2,Maruti,Maruti Baleno,2020,Delta,660000,Third Party insurance,TN97,21.01,Red,1.2L VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Hatchback,41248,Manual,1,Hyundai,Hyundai i20,2017,1.2 Asta Dual Tone,604000,Third Party insurance,TN70,18.6,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Hatchback,70076,Manual,1,Tata,Tata Tiago,2016,1.2 Revotron XZ,417000,Third Party,TN14,23.84,Brown,Revotron Engine,1199,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,SUV,128398,Manual,1,Mahindra,Mahindra XUV300,2016,W8 BSVI,405000,Comprehensive,TN11,16.82,SILKY SILVER,1.2L Petrol,1197,3,MPFi,Yes,No,6,FWD,5,Power,Disc,Disc,"Tubeless, Radial",5,Chennai
Petrol,Hatchback,20973,Automatic,3,Maruti,Maruti Wagon R,2017,AMT VXI,444000,Comprehensive,TN21,20.51,White,K10B Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Chennai
Petrol,Hatchback,90000,Manual,2,Maruti,Maruti Swift,2007,1.3 VXi,220000,Third Party insurance,TN09,16.1,Others,In-Line Engine,1298,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Sedan,98807,Manual,1,Hyundai,Hyundai Aura,2020,E,615000,Comprehensive,TN12,20.5,White,1.2 l Kappa dual petrol,1197,4,MPFI,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Sedan,102249,Manual,2,Honda,Honda Amaze,2015,S i-Vtech,396000,Comprehensive,TN11,18.0,Red,i-VTEC Petrol Engine,1198,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Hatchback,18837,Automatic,1,Hyundai,Hyundai Grand i10,2018,AT Sportz,650000,Comprehensive,TN01,18.9,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,4,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,SUV,50000,Manual,1,Jeep,Jeep Compass,2018,2.0 Limited,1400000,Comprehensive,TN08,17.1,Black,2.0-Litre 4-Cyl Multijet II Engine,1956,4,CRDI,Yes,No,6,4X2,5,Power,Disc,Discs,"Radial, Tubless",5,Chennai
Petrol,Hatchback,120000,Manual,1,Hyundai,Hyundai EON,2012,Magna Plus,210000,Third Party insurance,TN20,21.1,Others,Petrol Engine,814,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Hatchback,10000,Manual,1,Maruti,Maruti Alto 800,2020,VXI Plus BSVI,400000,Third Party insurance,TN01,22.05,Others,F8D Petrol Engine,796,3,CRDi,Yes,No,5,RWD,5,Power,Disc,Drum,Tubeless Tyres,5,Chennai
Petrol,Hatchback,128876,Automatic,1,Maruti,Maruti Celerio,2015,VXi AMT,350000,Comprehensive,TN12,21.63,Red,K10B Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",5,Chennai
Petrol,Hatchback,37942,Manual,0,Maruti,Maruti Wagon R,2016,VXI Optional,430000,Third Party insurance,TN12,20.51,Red,K10B Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Chennai
Petrol,Hatchback,37300,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz BSIV,515000,Comprehensive,TN03,18.9,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Diesel,SUV,30000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLC,2017,220d 4MATIC Sport,3750000,Comprehensive,TN07,17.9,Blue,Diesel Engine,2143,4,CRDI,Yes,No,9,AWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,Hatchback,82784,Manual,1,Hyundai,Hyundai i20,2014,Magna 1.4 CRDi,492000,Comprehensive,TN07,22.54,Red,U2 CRDI Diesel Engine ,1396,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Sedan,63274,Manual,1,Maruti,Maruti Swift Dzire,2021,ZXI BSVI,731000,Third Party,TN19,22.41,Blue,U2 CRDI Diesel Engine ,1197,4,CRDI,Yes,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",4,Chennai
Petrol,Hatchback,87521,Automatic,1,Maruti,Maruti Alto K10,2015,VXI AMT,345000,Comprehensive,TN22,23.95,Silver,K Series Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Hatchback,77388,Manual,2,Hyundai,Hyundai i20 Active,2017,1.2 S,523000,Third Party,TN87,17.19,White,VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Hatchback,114772,Manual,1,Maruti,Maruti Wagon R,2014,VXI BS IV,302000,Comprehensive,TN09,20.51,Silver,K10B Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Chennai
Petrol,Sedan,20000,Manual,1,Honda,Honda City,2021,VX MT,1350000,Third Party insurance,TN85,18.6,Others,Water Cooled Inline i-VTEC DOHC with VTC,1498,4,EFI,No,No,6,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",4,Chennai
Petrol,Hatchback,59985,Manual,1,Hyundai,Hyundai Santro,2019,Magna BSIV,472000,Comprehensive,TN19,20.3,Yellow,1.1 litre Petrol Engine,1086,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Sedan,104073,Manual,2,Maruti,Maruti Ciaz,2017,1.4 Alpha,564000,Comprehensive,TN06,20.73,Silver,k14B VVT Engine,1373,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Chennai
Diesel,Sedan,100000,Manual,2,Hyundai,Hyundai Xcent,2017,1.2 CRDi E Plus,410000,Third Party insurance,TN06,25.4,Others,U2 CRDI Diesel Engine,1186,3,CRDI,Yes,No,5,FWD,5,Power,Disc,Drum,Tubeless,4,Chennai
Diesel,Hatchback,120000,Manual,1,Tata,Tata Tiago,2017,1.05 Revotorq XZ WO Alloy,470000,Third Party insurance,TN06,27.28,Others,Revotorq Engine,1047,3,CRDi,Yes,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Hatchback,53819,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,630000,Comprehensive,TN11,21.4,White,VVT Petrol Engine,1197,4,MPFI,No,No,CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,Hatchback,98914,Manual,1,Ford,Ford Figo,2016,1.5D Trend MT,375000,Third Party insurance,TN22,25.83,Grey,TDCi Diesel Engine,1498,4,Common Rail,Yes,No,5,FWD,5,EPAS,Ventilated Disc,Drum,Tubeless,5,Chennai
Diesel,Sedan,110000,Manual,1,Volkswagen,Volkswagen Ameo,2017,1.5 TDI Highline,520000,Third Party insurance,TN19,21.66,Others,TDI Diesel Engine,1498,4,CRDI,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Sedan,4135,Manual,1,Honda,Honda City,2022,ZX MT,1597000,Third Party insurance,TN10,17.4,Golden Brown,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Hatchback,35000,Automatic,1,Hyundai,Hyundai i20,2019,Sportz Plus CVT,800000,Comprehensive,TN08,17.4,White,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Hatchback,35983,Manual,1,Honda,Honda Jazz,2017,1.2 SV i VTEC,575000,Third Party insurance,TN14,18.7,Red,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,SUV,45000,Manual,1,Jeep,Jeep Compass,2020,2.0 Limited Plus 4X4,2050000,Comprehensive,TN01,16.3,White,2.0-Litre 4-Cyl Multijet II Engine,1956,4,CRDI,Yes,No,6,4X4,5,power,Disc,Discs,"Radial, Tubless",5,Chennai
Diesel,SUV,91109,Manual,1,Tata,Tata Harrier,2019,XZ BSIV,1422000,Zero Dep,TN14,17.0,White,Kryotec 2.0LTurbocharged Engine,1956,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,4,Chennai
Petrol,Sedan,23325,Manual,1,Hyundai,Hyundai Xcent,2018,1.2 VTVT S,562000,Zero Dep,TN19,20.14,Silver,1.2L Kappa Dual VTVT Petrol,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,4,Chennai
Petrol,Hatchback,51690,Automatic,1,Honda,Honda Jazz,2018,V CVT,690000,Comprehensive,TN06,18.2,Red,i-VTEC Petrol Engine,1199,4,PGM - Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Hatchback,69786,Manual,2,Hyundai,Hyundai i20 Active,2017,1.2 SX,573000,Comprehensive,TN10,17.19,White,VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Sedan,53612,Automatic,2,Tata,Tata Tigor,2018,XZA,558000,Comprehensive,TN02,20.3,Brown,Revotron Engine,1199,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Hatchback,41502,Manual,1,Maruti,Maruti Swift,2018,VXI,580000,Comprehensive,TN07,21.21,Blue,VTVT Engine,1197,4,MPFi,No,No,5,FWD,5,Electric,Disc,Drum,Tubeless,5,Chennai
Petrol,SUV,43841,Manual,2,Honda,Honda WR-V,2017,i-VTEC VX,684000,Third Party insurance,TN14,17.5,Brown,i-VTEC Petrol Engine,1199,4,MPFi,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Hatchback,110000,Manual,2,Hyundai,Hyundai i20,2010,1.2 Asta,290000,Third Party insurance,TN14,17.0,Silver,In-Line Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disk,Drum,"Tubeless,Radial",5,Chennai
Petrol,SUV,77380,Automatic,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium Plus AT BSIV,762000,Comprehensive,TN14,14.8,Silver,Ti-VCT Petrol Engine,1497,3,Direct Injection,No,No,6,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Hatchback,69269,Manual,1,Maruti,Maruti Baleno RS,2018,1.0 Petrol,663000,Third Party insurance,TN21,21.1,Red,Boosterjet Petrol Engine,998,3,MPFi,Yes,No,5,FWD,5,Power,Disc,Disc,"Tubeless,Radial",5,Chennai
Diesel,SUV,53060,Manual,1,Maruti,Maruti SX4 S Cross,2018,DDiS 200 Sigma,870000,Third Party insurance,TN18,23.65,Grey,DDiS 200 Diesel Engine,1248,4,MPFi,Yes,No,5,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",5,Chennai
Petrol,Sedan,70000,Manual,2,Mitsubishi,Mitsubishi Cedia,2011,Sports,320000,Third Party insurance,TN22,13.17,Silver,4 Cylinder In-Line Petrol,1999,4,MPFI,No,No,5,FWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Chennai
Petrol,Sedan,58071,Manual,1,Honda,Honda City,2017,1.5 V MT Exclusive,750000,Comprehensive,TN10,17.0,Golden Brown,In-Line Engine,1497,4,EFI(Electronic Fuel Injection),No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Sedan,500,Automatic,1,BMW,BMW 2 Series,2023,220i M Sport Pro BSVI,4750000,Comprehensive,TN04,14.82,White,In-Line Engine,1998,4,EFI(Electronic Fuel Injection),Twin,No,7- Steptronic,FWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Runflat",4,Chennai
Diesel,SUV,40000,Manual,1,Ford,Ford Ecosport,2021,1.5 Diesel Titanium,950000,Third Party insurance,TN04,21.7,Others,TDCi Diesel Engine,1498,4,Direct Injection,Yes,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Sedan,68283,Manual,2,Maruti,Maruti Swift Dzire,2008,ZXi,245000,Third Party insurance,TN01,17.5,Black,In-Line Engine,1298,4,MPFI,No,No,5,2 WD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Sedan,73045,Manual,0,Honda,Honda Amaze,2014,S i-Vtech,395000,Third Party insurance,TN01,18.0,Red,i-VTEC Petrol Engine,1198,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Chennai
Diesel,SUV,49000,Manual,1,Hyundai,Hyundai Creta,2018,1.4 E Plus,1080000,Comprehensive,TN03,22.1,White,U2 CRDI Engine,1396,4,CRDi,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Hatchback,47547,Manual,2,Hyundai,Hyundai i20,2016,Asta Option 1.2,608000,Third Party insurance,TN14,18.6,Blue,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Diesel,Hatchback,100844,Manual,2,Hyundai,Hyundai i20 Active,2017,1.4 SX,698000,Third Party insurance,TN11,21.19,White,U2 CRDI Diesel Engine,1396,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,Sedan,158945,Manual,1,Honda,Honda Amaze,2013,VX Diesel,335000,Third Party insurance,TN10,24.7,Blue,i-DTEC Diesel Engine,1498,4,CRDi,Yes,No,5,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",4,Chennai
Diesel,Hatchback,111275,Manual,1,Hyundai,Hyundai i20,2014,Asta 1.4 CRDi,502000,Third Party insurance,TN01,22.54,White,U2 CRDI Diesel Engine,1396,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,SUV,71770,Automatic,2,Hyundai,Hyundai Creta,2018,1.6 SX Automatic,1027000,Comprehensive,TN03,14.8,White,VTVT Petrol Engine,1591,4,MPFi,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Sedan,40000,Manual,1,Hyundai,Hyundai Verna,2019,VTVT 1.6 SX,900000,Third Party insurance,TN22,17.0,Others,VTVT Petrol Engine,1591,4,MPFI,No,No,6,FWD,5,Power,Disc,Drum,Tubeless,4,Chennai
Petrol,SUV,55435,Manual,1,Honda,Honda WR-V,2017,i-VTEC VX,769000,Comprehensive,TN22,17.5,Brown,i-VTEC Petrol Engine,1199,4,MPFi,No,No,5,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Sedan,51396,Automatic,1,Maruti,Maruti Swift Dzire,2016,VXi AT,595000,Third Party insurance,TN10,18.5,Silver,K Series VVT Engine,1197,4,MPFI,No,No,4,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Hatchback,79063,Manual,2,Maruti,Maruti Wagon R Stingray,2015,VXI,375000,Comprehensive,TN09,20.51,White,K 10B Petrol Engine,998,3,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,5,Chennai
Petrol,Sedan,89570,Manual,1,Maruti,Maruti Ciaz,2015,ZXi Plus,585000,Comprehensive,TN14,20.73,White,k14B VVT Engine,1373,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Chennai
Petrol,Sedan,50000,Manual,2,Hyundai,Hyundai Verna,2012,1.6 SX VTVT,450000,Third Party insurance,TN10,17.01,Others,VTVT Petrol Engine,1591,4,MPFI,No,No,5,FWD,5,Power,Disc ,Drum,"Tubeless,Radial",4,Chennai
Diesel,Sedan,100000,Automatic,2,BMW,BMW 3 Series,2012,320d Sport Line,995000,Third Party insurance,TN09,18.88,Others,Diesel Engine,1995,4,CRDi,Yes,No,8,RWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Chennai
Petrol,Sedan,18477,Manual,1,Honda,Honda City,2021,1.5 V MT Exclusive,1100000,Comprehensive,TN05,17.0,Brown,In-Line Engine,1497,4,EFI(Electronic Fuel Injection),No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Hatchback,120000,Manual,3,Volkswagen,Volkswagen Polo,2014,1.2 MPI Highline,350000,Third Party insurance,TN13,16.47,Others,MPI Petrol Engine,1198,3,MPFI ,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Sedan,77204,Automatic,1,Maruti,Maruti Ciaz,2018,Alpha Automatic BSIV,730000,Comprehensive,TN01,20.28,Silver,k15B VVT Engine,1462,4,MPFI,No,No,4,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,Chennai
Diesel,Sedan,70000,Automatic,2,BMW,BMW 5 Series,2012,525d,1000000,Third Party insurance,HP38,16.73,Others,In-Line Engine,1995,4,CRDI,Yes,No,8  Sport,FWD,5,Power,Ventilated discs,Ventilated discs,"Tubeless,Radial",4,Chennai
Diesel,Sedan,55000,Automatic,2,BMW,BMW 3 Series,2012,320d,1350000,Comprehensive,TN02,22.69,Grey,TwinPower Turbo 4 Cylinder Engine,1995,4,CRDi,Yes,No,8,RWD,5,Power,Disc,Disc,"Tubeless,Radial",4,Chennai
Petrol,Hatchback,30272,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Era,510000,Comprehensive,TN20,17.0,White,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,SUV,64285,Manual,1,Ford,Ford Ecosport,2018,1.0 Ecoboost Titanium Plus BSIV,860000,Third Party insurance,TN09,18.88,White,Ecoboost Petrol Engine,999,3,Direct Injection,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,Hatchback,76697,Manual,3,Hyundai,Hyundai i20,2014,Sportz 1.4 CRDi,485000,Zero Dep,TN02,22.54,Red,U2 CRDI Diesel Engine,1396,4,CRDI,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Diesel,Hatchback,100000,Automatic,1,Mini,Mini 5 DOOR,2015,Cooper D,1700000,Third Party insurance,TN09,20.7,Blue,Diesel Engine,1496,3,MPFI,Yes,No,6,2WD,5,Power,Disc,Disc,Runflat Tyres,5,Chennai
Petrol,Sedan,95291,Automatic,1,Maruti,Maruti Swift Dzire,2017,AMT ZXI Plus,636000,Third Party,TN06,21.21,Blue,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Sedan,84005,Manual,1,Volkswagen,Volkswagen Ameo,2017,1.2 MPI Highline,571000,Comprehensive,TN22,17.0,White,MPI Petrol Engine,1198,3,MPFI,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,SUV,8000,Automatic,1,Renault,Renault Kiger,2021,RXT AMT,825000,Comprehensive,TN07,19.03,White,1.0L energy,999,3,MPFi,No,No,5,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Chennai
Petrol,Hatchback,49254,Manual,1,Datsun,Datsun RediGO,2021,1.0 T Option,393000,Zero Dep,TN12,21.7,Blue,1.0 L Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,tubeless tyre,5,Chennai
Diesel,SUV,20000,Manual,1,Kia,Kia Sonet,2021,HTX Diesel iMT BSVI,1100000,Third Party insurance,TN05,18.4,Black,1.5 L CRDi WGT,1493,4,CRDi,Yes,No,6,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Chennai
Petrol,Hatchback,97522,Manual,2,Hyundai,Hyundai Grand i10,2016,Sportz,420000,Third Party,TN19,18.9,Others,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,SUV,34097,Manual,1,Ford,Ford Ecosport,2017,1.0 Ecoboost Titanium Plus BSIV,704000,Zero Dep,TN12,18.88,White,Ecoboost Petrol Engine,999,3,Direct Injection,Yes,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,SUV,10000,Automatic,1,Nissan,Nissan Magnite,2022,Turbo CVT XV BSVI,950000,Third Party insurance,TN12,17.4,Gray,HRA0 1.0 TURBO PETROL,999,3,MPFi,Yes,No,CVT,FWD,5,Electronic,Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Hatchback,19252,Manual,0,Hyundai,Hyundai i20,2021,Sportz Turbo iMT,770000,Third Party insurance,TN06,20.0,Grey,1.0 l Turbo GDi petrol,998,3,CRDI,Yes,No,6  IMT,AWD,5,Electric,Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,SUV,30000,Automatic,1,Kia,Kia Sonet,2020,GTX Plus Diesel AT BSVI,1200000,Third Party insurance,TN04,19.23,Red,1.5 L CRDi VGT,1493,4,CRDi,Yes,No,6,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Chennai
Petrol,Hatchback,80000,Manual,3,Fiat,Fiat Grande Punto,2010,1.4 Emotion,120000,Third Party insurance,MH43,14.6,Red,FIRE Engine,1368,4,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Sedan,25581,Manual,1,Maruti,Maruti Swift Dzire,2021,VXI,750000,Comprehensive,TN12,20.85,Silver,K Series VVT Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Chennai
Diesel,SUV,45000,Automatic,1,BMW,BMW X1,2018,sDrive20d Expedition,2655000,Comprehensive,TN02,20.68,White,Diesel Engine,1995,4,CRDi,Yes,No,8,FWD,5,Power,Disc,Disc,Runflat,5,Chennai
Petrol,Hatchback,20000,Automatic,2,Renault,Renault KWID,2019,1.0 AMT RXT,410000,Third Party insurance,TN85,24.04,Others,Petrol Engine,999,3,MPFi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,SUV,20000,Manual,1,Nissan,Nissan Magnite,2021,Turbo XV Premium Opt BSVI,1050000,Third Party insurance,TN85,20.0,Others,HRA0 1.0 TURBO PETROL,999,3,MPFi,Yes,No,5,FWD,5,Electronic,Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,Hatchback,123394,Manual,1,Maruti,Maruti Baleno,2016,1.3 Alpha,622000,Third Party insurance,TN21,27.39,Blue,DDiS Diesel Engine,1248,4,CRDi,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Diesel,Hatchback,106275,Manual,2,Volkswagen,Volkswagen Polo,2018,1.5 TDI Highline Plus,730000,Comprehensive,TN07,20.14,Red,TDI Diesel Engine,1498,4,Direct Injection,Yes,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Sedan,58416,Manual,1,Honda,Honda City,2019,ZX MT,950000,Third Party insurance,TN12,17.4,MODERN STEEL METALLIC,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Hatchback,18704,Manual,2,Maruti,Maruti Alto K10,2017,VXI,357000,Comprehensive,TN95,23.95,Black,K Series Petrol Engine,998,3,MPFi,No,No,5,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,Chennai
Petrol,Sedan,27166,Manual,1,Honda,Honda City,2015,i VTEC V,621000,Comprehensive,TN12,17.4,Grey,i VTEC Engine,1497,4,PGM-Fi,No,No,5,FWD,5,Power,Disc,Drum,"Tubeless,Radial",4,Chennai
Petrol,Sedan,30000,Automatic,2,Honda,Honda City,2020,VX CVT,1125000,Third Party insurance,TN12,18.3,Others,Water Cooled Inline i-VTEC DOHC with VTC,1498,4,PGM-Fi,No,No,CVT,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",4,Chennai
Diesel,SUV,76384,Automatic,1,Kia,Kia Seltos,2021,GTX Plus Diesel AT,1639000,Third Party,TN03,18.0,White,1.5 L CRDi VGT,1493,4,CRDi,Yes,No,6,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",5,Chennai
Diesel,SUV,45000,Automatic,1,Hyundai,Hyundai Creta,2017,1.6 CRDi AT SX Plus,1215000,Comprehensive,TN07,17.01,White,U2 CRDI VGT Engine,1582,4,CRDi,Yes,No,6,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,Hatchback,17160,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,635000,Third Party,TN85,18.6,Red,Kappa VTVT Petrol Engine,1197,4,MPFI,No,No,5,FWD,5,Power,Disc,Drum,Tubeless,5,Chennai
Petrol,SUV,15817,Manual,1,Volkswagen,Volkswagen Taigun,2022,1.0 TSI Topline BSVI,1466000,Third Party,TN02,20.08,Silver,1.0L TSI,999,3,TSI,Yes,No,6,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",5,Chennai
