it,ft,bt,km,transmission,ownerNo,owner,oem,model,RearBrakeType,TyreType,AlloyWheelSize,EngineType,NoofCylinder,FuelSuppySystem,NoDoorNumbers,Color,TurboCharger,SuperCharger,DriveType, SeatingCapacity,SteeringType,Ground Clearance Unladen,CargoVolumn,Insurance Validity,Mileage,Front Brake Type,RearBrakeType,CompressionRatio,Acceleration,Top Speed,city,modelYear,centralVariantId,variantName,price,priceActual,city
0,Diesel,MUV,"42,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,7,Direct Injection,5,Silver,Yes,No,RWD,7,Power,178mm,300,Comprehensive,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2016,2404,2.4 VX MT BSIV,₹ 18.75 Lakh,645877,Chennai
0,Petrol,SUV,"1,06,506",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFI,5,Black,No,No,FWD,5,Power,190mm,400,Comprehensive,15.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2018,6430,1.6 SX,₹ 8.95 Lakh,907000,Chennai
0,Petrol,Sedan,"63,274",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,VTVT Petrol Engine,4,MPFI,4,Blue,No,No,FWD,5,Electric,160,378,Third Party,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2021,7710,ZXI BSVI,₹ 7.31 Lakh,752000,Chennai
0,Diesel,MUV,"40,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",17,2-GD FTV Engine,4,Direct Injection,5,Others,Yes,No,RWD,7,Power,178mm,9544.285567,Third Party insurance,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2019,2405,2.4 ZX MT BSIV,₹ 23 Lakh,645877,Chennai
0,Petrol,MUV,"62,493",Manual,2,2nd Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,Naturally Aspirated 12V DOHC EFI,3,EFI,5,Brown,No,No,FWD,7,Power,180mm,347,Third Party insurance,19.83 kmpl,Disc,Drum,10.5,10.94071856,145,Chennai,2019,6655,T Petrol,₹ 5 Lakh,509000,Chennai
0,Diesel,SUV,"49,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,U2 CRDI Engine,4,CRDi,5,White,No,No,FWD,5,Power,190mm,400,Comprehensive,22.1 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2018,6434,1.4 E Plus,₹ 10.80 Lakh,645877,Chennai
0,Petrol,SUV,"71,770",Automatic,2,2nd Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFi,5,White,No,No,FWD,5,Power,190mm,400,Comprehensive,14.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2018,6432,1.6 SX Automatic,₹ 10.27 Lakh,645877,Chennai
0,Petrol,SUV,"34,000",Automatic,1,1st Owner,Skoda,Skoda Kodiaq,Disc,"Tubeless, Radial",18,2.0 L Turbocharged Petrol Engine,4,MPFi,5,White,Yes,No,4WD,7,Power,140mm,270,Comprehensive,12.78 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Chennai,2022,8729,Sportline BSVI,₹ 37.50 Lakh,645877,Chennai
0,Petrol,SUV,"10,048",Manual,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Blue,Yes,No,FWD,5,Power,209 mm,350,Zero Dep,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Chennai,2018,5992,1.2 Revotron XM,₹ 7.25 Lakh,645877,Chennai
0,Diesel,SUV,"1,00,000",Automatic,1,1st Owner,Skoda,Skoda Kodiaq,Disc,Tubeless,18,2.0-litre TDI Diesel Engine,4,CRDI,5,Black,Yes,No,4WD,7,Power,140mm,270,Comprehensive,16.25 kmpl,Disc,Disc,10.5,10.94071856,200.7,Chennai,2018,5357,2.0 TDI Style,₹ 22 Lakh,645877,Chennai
0,Petrol,SUV,"50,486",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Blue,Yes,No,FWD,5,Electric,190mm,350,Comprehensive,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2021,7675,SX Turbo,₹ 9.23 Lakh,932000,Chennai
0,Petrol,Hatchback,"52,524",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,Radial,16,0.8L Petrol Engine,3,MPFi,5,Silver,No,No,2WD,5,Power,185mm,222,Comprehensive,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2017,5236,T Option,₹ 3.01 Lakh,312000,Chennai
0,Diesel,MUV,"1,75,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",17,1-GD FTV Engine,4,Direct Injection,5,Brown,Yes,No,RWD,7,Power,178mm,9544.285567,Comprehensive,11.36 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2016,2403,2.8 ZX AT BSIV,₹ 17.50 Lakh,645877,Chennai
0,Diesel,MUV,"55,500",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",17,2-GD FTV Engine,4,CRDi,5,White,Yes,No,RWD,7,Power,178mm,9544.285567,Comprehensive,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2020,7299,2.4 ZX AT,₹ 26.25 Lakh,645877,Chennai
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,0.8L Petrol Engine,3,MPFi,5,Others,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2018,5236,T Option,₹ 2.85 Lakh,645877,Chennai
0,Petrol,SUV,"20,000",Automatic,2,2nd Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",17,1.0 TSI Petrol Engine,3,TSI,5,White,Yes,No,FWD,5,Electric,155mm,3851405,Third Party insurance,17.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2021,8677,1.0 TSI Style AT BSVI,₹ 13 Lakh,645877,Chennai
0,Petrol,Sedan,"10,000",Automatic,1,1st Owner,Skoda,Skoda Slavia,Drum,"Tubeless,Radial",16,1.5 L TSI Petrol,4,Direct Injection,4,Black,Yes,No,FWD,5,Electric,145mm,521,Third Party insurance,18.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2022,8697,1.5 TSI Style AT BSVI,₹ 20 Lakh,645877,Chennai
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",16,1.0 TSI Petrol Engine,3,TSI,5,Gray,Yes,No,FWD,5,Electric,155mm,3851405,Third Party insurance,17.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2022,8478,1.0 TSI Ambition AT BSVI,₹ 13 Lakh,645877,Chennai
0,Petrol,Hatchback,"21,614",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless, Radial",16,0.8L Petrol Engine,3,MPFi,5,White,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2019,5234,A,₹ 3.12 Lakh,322000,Chennai
0,Diesel,Sedan,"73,139",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Diesel Engine,4,Direct Injection,4,Silver,Yes,No,FWD,5,Power,120mm,460,Zero Dep,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Chennai,2018,3141,1.5 TDI Ambition BSIV,₹ 7.29 Lakh,790000,Chennai
0,Petrol,MUV,"44,386",Manual,1,1st Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,Naturally Aspirated 12V DOHC EFI,3,EFI,5,Others,No,No,FWD,7,Electric,180mm,3473,Comprehensive,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2018,7854,T,₹ 4.14 Lakh,430999,Chennai
0,Petrol,MUV,"17,003",Manual,1,1st Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,Naturally Aspirated 12V DOHC EFI,3,EFI,5,Blue,No,No,FWD,7,Electric,180mm,3473,Third Party insurance,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2018,7854,T,₹ 4.28 Lakh,438999,Chennai
0,Petrol,Sedan,"55,320",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,Naturally Aspirated 12V DOHC EFI,4,EFI,4,BERRY RED,No,No,FWD,5,Electric,160,378,Third Party insurance,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2013,7709,VXI BSVI,₹ 4.10 Lakh,645877,Chennai
0,Petrol,MUV,"14,126",Manual,1,1st Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,Naturally Aspirated 12V DOHC EFI,3,EFI,5,Others,No,No,FWD,7,Electric,180mm,3473,Comprehensive,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2018,7854,T,₹ 4.33 Lakh,446000,Chennai
0,Petrol,SUV,"35,464",Manual,1,1st Owner,Renault,Renault Duster,Drum,"Radial,Tubeless",16,1.3L Turbo Petrol Engine,4,Gasoline Direct Injection,5,Brown,Yes,No,FWD,5,Power,205,475,Comprehensive,16.42 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2020,7963,RXS Turbo,₹ 10.45 Lakh,1055000,Chennai
0,Petrol,Hatchback,"61,126",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,"Radial,Tubeless",16,0.8L Petrol Engine,3,MPFi,5,Silver,No,No,2WD,5,Power,185mm,222,Comprehensive,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2016,5237,S,₹ 2.53 Lakh,266000,Chennai
0,Diesel,MUV,"20,00,022",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,7,CRDi,5,White,Yes,No,RWD,7,Power,178mm,300,Comprehensive,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2017,7313,2.4 VX MT,₹ 17.50 Lakh,645877,Chennai
0,Petrol,MUV,"25,119",Manual,1,1st Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,Naturally Aspirated 12V DOHC EFI,3,EFI,5,Silver,No,No,FWD,7,Electric,180mm,3473,Third Party insurance,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2018,7854,T,₹ 3.91 Lakh,401999,Chennai
0,Petrol,SUV,"30,400",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Green,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2021,7924,SX Turbo iMT,₹ 11.45 Lakh,645877,Chennai
0,Petrol,SUV,"27,600",Automatic,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",17,1.0 TSI Petrol Engine,3,TSI,5,Red,Yes,No,FWD,5,Electric,155mm,3851405,Third Party insurance,17.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2021,8677,1.0 TSI Style AT BSVI,₹ 16.50 Lakh,645877,Chennai
0,Petrol,Hatchback,"51,680",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless, Radial",16,0.8L Petrol Engine,3,MPFi,5,Red,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2019,5234,A,₹ 3.40 Lakh,645877,Chennai
0,Petrol,SUV,"52,609",Automatic,1,1st Owner,MG,MG Hector,Disc,Radial,16,0.8L Petrol Engine,4,MPFi,5,White,Yes,No,FWD,5,Power,192mm,587,Third Party insurance,13.96 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Chennai,2020,6937,Sharp AT BSIV,₹ 16.50 Lakh,645877,Chennai
0,Petrol,MUV,"52,509",Manual,1,1st Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,In Line Petrol Engine,3,EGIS,5,Red,No,No,FWD,7,Power,170mm,347,Comprehensive,19.44 kmpl,Ventilated Disc,Drum,10.5,10.94071856,145,Chennai,2016,5229,T BSIV,₹ 3.62 Lakh,379000,Chennai
0,Petrol,Sedan,"49,387",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,In Line Petrol Engine,4,EGIS,4,Silver,No,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2014,10244,VXI,₹ 4.37 Lakh,455000,Chennai
0,Petrol,Sedan,"8,608",Automatic,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,1.0L TSI Petrol,3,Direct Injection,4,White,Yes,No,FWD,5,Power,116mm,460,Zero Dep,16.24 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2021,7983,1.0 TSI Style AT,₹ 12.02 Lakh,1241000,Chennai
0,Diesel,SUV,"69,000",Automatic,1,1st Owner,Skoda,Skoda Kodiaq,Disc,Tubeless,18,2.0-litre TDI Diesel Engine,4,CRDI,5,Blue,Yes,No,4WD,7,Power,140mm,270,Comprehensive,16.25 kmpl,Disc,Disc,10.5,10.94071856,200.7,Chennai,2018,5357,2.0 TDI Style,₹ 28 Lakh,645877,Chennai
0,Petrol,Sedan,"30,000",Automatic,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Petrol Engine,4,MPFI,4,Maroon,No,No,FWD,5,Power,120mm,460,Comprehensive,14.84 kmpl,Disc,Drum,10.5,10.94071856,185,Chennai,2019,3156,1.6 MPI AT Style BSIV,₹ 7.10 Lakh,645877,Chennai
0,Petrol,Sedan,"22,239",Manual,1,1st Owner,Volkswagen,Volkswagen Virtus,Drum,"Tubeless,Radial",16,1.0L TSI,3,MPFI,4,White,Yes,No,FWD,5,Electric,145mm,521,Third Party,19.4 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2022,9141,Highline BSVI,₹ 12.77 Lakh,1290000,Chennai
0,Petrol,Sedan,"12,901",Automatic,1,1st Owner,Volkswagen,Volkswagen Virtus,Drum,"Tubeless,Radial",16,1.0L TSI,3,MPFI,4,White,Yes,No,FWD,5,Electric,145mm,521,Comprehensive,18.12 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2022,9144,Topline AT BSVI,₹ 16.21 Lakh,1714000,Chennai
0,Petrol,Hatchback,"29,708",Automatic,1,1st Owner,Datsun,Datsun GO,Drum,Tubeless,16,Naturally Aspirated 12V,3,Electronic Injection System,5,Red,No,No,FWD,5,Power,180mm,265,Third Party insurance,19.59 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2019,7204,T CVT,₹ 4.71 Lakh,500000,Chennai
0,Petrol,MUV,"71,413",Manual,1,1st Owner,Datsun,Datsun GO Plus,Drum,Tubeless,16,Naturally Aspirated 12V DOHC EFI,3,EFI,5,Others,No,No,FWD,7,Electric,180mm,3473,Comprehensive,19.02 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2019,6654,A Option Petrol,₹ 3.96 Lakh,423000,Chennai
0,Petrol,SUV,"57,600",Automatic,1,1st Owner,Kia,Kia Seltos,Drum,"Tubeless,Radial",17,Naturally Aspirated 12V DOHC EFI,4,GDI,5,White,Yes,No,2WD,5,Power,190mm,433,Third Party insurance,16.2 kmpl,Disc,Drum,10.5,11.8,175.7062571,Chennai,2019,7120,GTX DCT,₹ 14.90 Lakh,645877,Chennai
0,Petrol,Hatchback,"46,116",Manual,2,2nd Owner,Datsun,Datsun GO,Drum,Tubeless,14,Naturally Aspirated 12V DOHC EFI,3,Electronic Injection System,5,Others,No,No,FWD,5,Power,180mm,265,Comprehensive,19.83 kmpl,Disc,Drum,10.5,10.94071856,150,Chennai,2019,6651,T Option Petrol,₹ 3.93 Lakh,422000,Chennai
0,Diesel,SUV,"45,700",Manual,1,1st Owner,Nissan,Nissan Kicks,Drum,Tubeless,17,1.5 K9K Diesel,4,CRDI,5,Blue,No,No,FWD,5,Power,210 mm,400,Third Party insurance,20.45 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2019,6761,XV Premium D BSIV,₹ 10.50 Lakh,645877,Chennai
0,Diesel,SUV,"1,17,079",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,1.5 K9K Diesel,4,CRDi,5,Others,No,No,FWD,5,Power,190mm,350,Comprehensive,23.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2019,6943,S Diesel BSIV,₹ 7.19 Lakh,765000,Chennai
0,Petrol,SUV,"21,123",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2022,7924,SX Turbo iMT,₹ 10.35 Lakh,645877,Chennai
0,Petrol,SUV,"16,600",Automatic,1,1st Owner,Renault,Renault Duster,Drum,"Radial,Tubeless",16,1.3L Turbo Petrol Engine,4,Gasoline Direct Injection,5,White,Yes,No,FWD,5,Power,205,475,Third Party insurance,16.42 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2020,7966,RXZ Turbo CVT,₹ 11.90 Lakh,645877,Chennai
0,Diesel,SUV,"51,122",Manual,1,1st Owner,Mahindra,Mahindra TUV 300 Plus,Drum,Tubeless,16,mHawk 120 Diesel Engine,4,CRDi,5,Silver,Yes,No,RWD,9,Power,184mm,696,Third Party insurance,18.49 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Chennai,2018,6465,P8 BSIV,₹ 9.90 Lakh,645877,Chennai
0,Petrol,SUV,"55,913",Automatic,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,White,Yes,No,FWD,5,Power,209 mm,350,Not Available,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Chennai,2018,6364,1.2 Revotron XZA Plus,₹ 8.01 Lakh,645877,Chennai
0,Diesel,SUV,"97,055",Manual,1,1st Owner,Nissan,Nissan Kicks,Drum,Tubeless,17,1.5 K9K Diesel,4,CRDI,5,Grey,No,No,FWD,5,Power,210 mm,400,Comprehensive,20.45 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,6760,XV D BSIV,₹ 7.84 Lakh,645877,Delhi
0,Diesel,SUV,"83,329",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,1.5 K9K Diesel,4,CRDi,5,Silver,No,No,FWD,5,Power,190mm,350,Comprehensive,23.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,6949,SX Opt Diesel BSIV,₹ 8.39 Lakh,645877,Delhi
0,Petrol,SUV,"11,404",Automatic,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",16,1.0 TSI Petrol Engine,3,TSI,5,Red,Yes,No,FWD,5,Electric,155mm,3851405,Comprehensive,17.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2021,8478,1.0 TSI Ambition AT BSVI,₹ 12.84 Lakh,645877,Delhi
0,Petrol,SUV,"17,367",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFI,5,White,No,No,FWD,5,Power,190mm,400,Comprehensive,15.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,6430,1.6 SX,₹ 12.50 Lakh,645877,Delhi
0,Petrol,SUV,"10,000",Manual,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",18,1.5L Turbocharged Intercooled,4,MPFI,5,Others,YES,No,FWD,6,Power,192mm,155,Third Party insurance,14.025 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Delhi,2022,7908,Sharp Hybrid MT,₹ 20.50 Lakh,645877,Delhi
0,Petrol,Sedan,"50,854",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.5L Turbocharged Intercooled,4,MPFI,4,Others,YES,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2012,10244,VXI,₹ 2.86 Lakh,292000,Delhi
0,Petrol,Sedan,"52,515",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.5L Turbocharged Intercooled,4,MPFI,4,Silver,YES,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2014,10244,VXI,₹ 3.56 Lakh,370000,Delhi
0,Petrol,Hatchback,"66,227",Manual,1,1st Owner,Datsun,Datsun RediGO,Drum,"Tubeless, Radial",16,0.8L Petrol Engine,3,MPFi,5,Silver,No,No,2WD,5,Power,185mm,222,Zero Dep,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2018,5234,A,₹ 2.13 Lakh,221000,Delhi
0,Petrol,SUV,"69,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,VTVT Petrol Engine,4,MPFI,5,White,No,No,FWD,5,Power,190mm,400,Third Party insurance,15.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2017,6885,1.6 EX Petrol,₹ 7.80 Lakh,645877,Delhi
0,Petrol,Sedan,"10,203",Manual,1,1st Owner,Tata,Tata Tigor,Drum,"Tubeless,Radial",15,1.2L Revotron Engine,3,MPFI,4,Black,No,No,FWD,5,Electric,170,419,Third Party,19.28 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2022,7373,XZ Plus BSVI,₹ 7.35 Lakh,645877,Delhi
0,Petrol,SUV,"30,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Blue,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2022,7681,SX Plus Turbo DCT,₹ 10.90 Lakh,645877,Delhi
0,Petrol,Sedan,"30,000",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,Kappa 1.0 L Turbo GDi Petrol,4,GDi,4,Gray,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.61 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2022,7713,ZXI AT BSVI,₹ 8 Lakh,645877,Delhi
0,Diesel,SUV,"60,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,16,U2 CRDI Engine,4,CRDi,5,White,No,No,FWD,5,Power,190mm,400,Third Party insurance,22.1 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,6434,1.4 E Plus,₹ 8 Lakh,645877,Delhi
0,Petrol,SUV,"59,801",Automatic,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFi,5,Silver,No,No,FWD,5,Power,190mm,400,Comprehensive,14.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2018,6432,1.6 SX Automatic,₹ 11.50 Lakh,645877,Delhi
0,Petrol,Sedan,"50,000",Automatic,2,2nd Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,Others,Yes,No,FWD,5,Power,155mm,590,Third Party insurance,15.1 kmpl,Disc,Disc,9.6,10.94071856,220,Delhi,2018,6121,1.8 TSI AT L K,₹ 16.50 Lakh,645877,Delhi
0,Petrol,SUV,"18,000",Automatic,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",16,1.5L Turbocharged Intercooled,4,Direct Injection,5,Black,YES,No,FWD,6,Power,192mm,155,Comprehensive,11.67 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Delhi,2021,7520,Sharp DCT,₹ 19.25 Lakh,645877,Delhi
0,Petrol,SUV,"85,031",Automatic,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFi,5,Silver,No,No,FWD,5,Power,190mm,400,Comprehensive,14.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2018,6432,1.6 SX Automatic,₹ 10.52 Lakh,1072000,Delhi
0,Diesel,MUV,"48,011",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,7,CRDi,5,White,Yes,No,RWD,8,Power,178mm,9544.285567,Comprehensive,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2017,7314,2.4 VX MT 8 STR,₹ 16.50 Lakh,645877,Delhi
0,Diesel,SUV,"35,331",Manual,1,1st Owner,Renault,Renault Duster,Drum,Radial,16,2-GD FTV Engine,4,Common Rail Direct Injection (dCi),5,Brown,No,No,FWD,5,Power,205,475,Zero Dep,19.87 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,7021,RXZ 110PS BSIV,₹ 9.89 Lakh,1009000,Delhi
0,Petrol,Sedan,"18,021",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,2-GD FTV Engine,4,Common Rail Direct Injection (dCi),4,White,No,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2021,7709,VXI BSVI,₹ 7 Lakh,645877,Delhi
0,Diesel,MUV,"1,05,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",17,2-GD FTV Engine,4,CRDi,5,White,Yes,No,RWD,7,Power,178mm,9544.285567,Third Party insurance,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2017,7315,2.4 ZX MT,₹ 15 Lakh,645877,Delhi
0,Petrol,SUV,"38,010",Manual,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFI,5,Black,No,No,FWD,5,Power,190mm,400,Third Party insurance,15.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2019,6430,1.6 SX,₹ 10.95 Lakh,645877,Delhi
0,Petrol,SUV,"55,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.2 L MPi Petrol,4,MPi,5,Grey,No,No,FWD,5,Electric,190mm,350,Third Party insurance,17.52 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Delhi,2020,7673,S,₹ 7.75 Lakh,645877,Delhi
0,Petrol,SUV,"34,000",Automatic,1,1st Owner,Kia,Kia Seltos,Drum,"Tubeless,Radial",17,Kappa 1.2 L MPi Petrol,4,GDI,5,White,Yes,No,2WD,5,Power,190mm,433,Third Party insurance,16.2 kmpl,Disc,Drum,10.5,11.8,175.7062571,Delhi,2020,7120,GTX DCT,₹ 16.50 Lakh,645877,Delhi
