it,ft,bt,km,transmission,ownerNo,owner,oem,model,RearBrakeType,TyreType,AlloyWheelSize,EngineType,NoofCylinder,FuelSuppySystem,NoDoorNumbers,Color,TurboCharger,SuperCharger,DriveType, SeatingCapacity,SteeringType,Ground Clearance Unladen,CargoVolumn,Insurance Validity,Mileage,Front Brake Type,RearBrakeType,CompressionRatio,Acceleration,Top Speed,city,modelYear,centralVariantId,variantName,price,priceActual,city
0,Diesel,SUV,"40,000",Automatic,2,2nd Owner,Renault,Renault Duster,Drum,Radial,16,1.5L Petrol,4,Common Rail Direct Injection (dCi),5,Others,No,No,FWD,5,Power,205,475,Third Party insurance,19.87 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7022,RXZ 110PS AMT BSIV,₹ 11 Lakh,645877,Bangalore
0,Diesel,SUV,"53,645",Manual,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,"Revotorq, 1.5L Turbocharged engine",4,CDI,5,White,Yes,No,FWD,5,Power,209 mm,350,Comprehensive,21.5 kmpl,Disc,Drum,10.5,10.94071856,154.19,Bangalore,2018,5996,1.5 Revotorq XM,₹ 8.25 Lakh,645877,Bangalore
0,Petrol,Sedan,"79,000",Automatic,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,White,Yes,No,FWD,5,Power,155mm,590,Comprehensive,15.1 kmpl,Disc,Disc,9.6,10.94071856,220,Bangalore,2018,6121,1.8 TSI AT L K,₹ 17.90 Lakh,645877,Bangalore
0,Diesel,Sedan,"48,960",Manual,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Diesel Engine,4,Direct Injection,4,Silver,Yes,No,FWD,5,Power,120mm,460,Third Party insurance,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Bangalore,2017,3141,1.5 TDI Ambition BSIV,₹ 7.51 Lakh,780000,Bangalore
0,Petrol,SUV,"18,000",Automatic,1,1st Owner,MG,MG Hector Plus,Disc,"Tubeless, Radial",18,1.5L Turbocharged Intercooled,4,Direct Injection,5,Black,YES,No,FWD,6,Power,192mm,155,Comprehensive,16.56 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Bangalore,2021,8344,Sharp CVT,₹ 20.75 Lakh,645877,Bangalore
0,Diesel,SUV,"30,000",Manual,1,1st Owner,MG,MG Hector,Disc,Radial,16,1.5L Turbocharged Intercooled,4,Direct Injection,5,Others,Yes,No,FWD,5,Power,192mm,587,Third Party insurance,17.41 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Bangalore,2021,6939,Sharp Diesel MT BSIV,₹ 17.50 Lakh,645877,Bangalore
0,Petrol,SUV,"40,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,VTVT Petrol Engine,4,MPFi,5,Others,No,No,FWD,5,Power,190mm,400,Third Party insurance,14.8 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2018,6432,1.6 SX Automatic,₹ 12.80 Lakh,645877,Bangalore
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,VTVT Petrol Engine,3,GDi,5,Others,Yes,No,FWD,5,Power,190mm,350,Third Party insurance,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6946,SX Plus Turbo DCT BSIV,₹ 12.50 Lakh,645877,Bangalore
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,VTVT Petrol Engine,3,GDi,5,Others,Yes,No,FWD,5,Power,190mm,350,Third Party insurance,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6946,SX Plus Turbo DCT BSIV,₹ 12.50 Lakh,645877,Bangalore
0,Diesel,SUV,"46,071",Manual,1,1st Owner,Renault,Renault Captur,Drum,"Radial,Tubeless",16,K9K dCi Diesel Engine,4,CRDi,5,Grey,Yes,No,FWD,5,Power,210mm,392,Comprehensive,20.37 kmpl,Disc,Drum,10.5,13.24,175.7062571,Bangalore,2018,6104,1.5 Diesel Platine,₹ 9.49 Lakh,645877,Bangalore
0,Petrol,SUV,"9,554",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,K9K dCi Diesel Engine,3,GDi,5,Blue,Yes,No,FWD,5,Power,190mm,350,Third Party,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6945,SX Turbo BSIV,₹ 10.85 Lakh,645877,Bangalore
0,Petrol,Sedan,"96,567",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,K9K dCi Diesel Engine,4,GDi,4,Blue,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2013,10244,VXI,₹ 4.47 Lakh,645877,Bangalore
0,Petrol,Sedan,"25,170",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,K9K dCi Diesel Engine,4,GDi,4,Blue,Yes,No,FWD,5,Electric,160,378,Third Party,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2015,10246,ZXI,₹ 6.75 Lakh,645877,Bangalore
0,Petrol,Sedan,"43,469",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,K9K dCi Diesel Engine,4,GDi,4,Red,Yes,No,FWD,5,Electric,160,378,Zero Dep,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2015,10246,ZXI,₹ 6.45 Lakh,657000,Bangalore
0,Petrol,SUV,"26,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Comprehensive,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7681,SX Plus Turbo DCT,₹ 12.95 Lakh,645877,Bangalore
0,Diesel,SUV,"65,812",Manual,2,2nd Owner,Hyundai,Hyundai Venue,Drum,Radial,16,U2 CRDi Diesel,4,CRDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Third Party,23.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7687,SX Opt Diesel,₹ 10.26 Lakh,645877,Bangalore
0,Petrol,SUV,"10,000",Automatic,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",17,1.0 TSI Petrol Engine,3,TSI,5,Red,Yes,No,FWD,5,Electric,155mm,3851405,Third Party insurance,17.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2022,9407,1.0 TSI Style AT Anniversary Edition BSVI,₹ 17 Lakh,645877,Bangalore
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,1.0 TSI Petrol Engine,4,CRDi,5,Others,No,No,FWD,5,Power,190mm,350,Third Party insurance,23.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6947,SX Diesel BSIV,₹ 10.25 Lakh,645877,Bangalore
0,Petrol,SUV,"47,962",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,1.0 TSI Petrol Engine,3,GDi,5,Blue,Yes,No,FWD,5,Power,190mm,350,Comprehensive,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6945,SX Turbo BSIV,₹ 9.99 Lakh,645877,Bangalore
0,Petrol,Sedan,"47,398",Automatic,2,2nd Owner,Skoda,Skoda Superb,Disc,"Tubeless,Radial",17,Petrol Engine,4,Direct Injection,5,Brown,Yes,No,FWD,5,Power,110mm,625,Comprehensive,14.67 kmpl,Disc,Disc,10.5,10.94071856,175.7062571,Bangalore,2018,3196,LK 1.8 TSI AT,₹ 23.65 Lakh,645877,Bangalore
0,Petrol,Sedan,"39,886",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",15,Petrol Engine,4,Direct Injection,4,Orange,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2013,10246,ZXI,₹ 5.24 Lakh,645877,Bangalore
0,Diesel,Sedan,"54,000",Automatic,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Diesel Engine,4,Direct Injection,4,Grey,Yes,No,FWD,5,Power,120mm,460,Comprehensive,21.72 kmpl,Disc,Drum,10.5,10.94071856,171.92,Bangalore,2016,5499,1.5 TDI AT Style BSIV,₹ 8.25 Lakh,645877,Bangalore
0,Petrol,SUV,"95,678",Manual,1,1st Owner,Renault,Renault Duster,Drum,"Radial,Tubeless",16,1.3L Turbo Petrol Engine,4,Gasoline Direct Injection,5,White,Yes,No,FWD,5,Power,205,475,Comprehensive,16.42 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7964,RXZ Turbo,₹ 8.89 Lakh,1036000,Bangalore
0,Petrol,SUV,"26,901",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,1.3L Turbo Petrol Engine,3,GDi,5,Red,Yes,No,FWD,5,Power,190mm,350,Comprehensive,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,6946,SX Plus Turbo DCT BSIV,₹ 12.18 Lakh,645877,Bangalore
0,Petrol,Hatchback,"4,495",Automatic,1,1st Owner,Datsun,Datsun RediGO,Drum,Radial,16,1.0L Petrol Engine,3,MPFi,5,Black,No,No,2WD,5,Power,185mm,222,Comprehensive,22.5 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,6124,AMT 1.0 T Option,₹ 5.21 Lakh,645877,Bangalore
0,Diesel,Sedan,"54,000",Manual,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,Diesel Engine,4,Direct Injection,4,Grey,Yes,No,FWD,5,Power,120mm,460,Comprehensive,21.13 kmpl,Disc,Drum,10.5,10.94071856,185,Bangalore,2016,5497,1.5 TDI Style BSIV,₹ 8.25 Lakh,645877,Bangalore
0,Petrol,Sedan,"59,514",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,Diesel Engine,4,Direct Injection,4,Black,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2014,10244,VXI,₹ 4.99 Lakh,645877,Bangalore
0,Diesel,SUV,"10,000",Automatic,1,1st Owner,Kia,Kia Seltos,Disc,"Tubeless,Radial",16,1.5L CRDi VGT,4,CRDi,5,Others,Yes,No,2WD,5,Electric,190mm,433,Third Party insurance,17.8 kmpl,Disc,Disc,10.5,11.8,175.7062571,Bangalore,2022,7116,HTK Plus AT D,₹ 18 Lakh,645877,Bangalore
0,Petrol,SUV,"20,469",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,1.5L CRDi VGT,3,GDi,5,Blue,Yes,No,FWD,5,Power,190mm,350,Third Party insurance,18.27 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6948,SX Opt Turbo BSIV,₹ 10.99 Lakh,645877,Bangalore
0,Petrol,Sedan,"65,881",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.5L CRDi VGT,4,GDi,4,Black,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2013,10244,VXI,₹ 4.47 Lakh,451000,Bangalore
0,Petrol,Sedan,"54,134",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,1.5L CRDi VGT,4,GDi,4,Black,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2013,10244,VXI,₹ 4.55 Lakh,459000,Bangalore
0,Petrol,SUV,"10,000",Automatic,1,1st Owner,Kia,Kia Seltos,Disc,"Tubeless,Radial",16,Smartstream G1.5,4,MPI,5,Others,No,No,2WD,5,Electric,190mm,433,Third Party insurance,16.8 kmpl,Disc,Disc,10.5,11.8,175.7062571,Bangalore,2021,7109,HTX IVT G,₹ 16.99 Lakh,645877,Bangalore
0,Petrol,SUV,"19,047",Automatic,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Smartstream G1.5,3,GDi,5,Red,Yes,No,FWD,5,Power,190mm,350,Third Party,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2021,6946,SX Plus Turbo DCT BSIV,₹ 12.60 Lakh,645877,Bangalore
0,Petrol,SUV,"50,000",Manual,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Others,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Bangalore,2020,5992,1.2 Revotron XM,₹ 8.50 Lakh,645877,Bangalore
0,Petrol,MUV,"32,953",Automatic,2,2nd Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",17,2-TR-FE Dual VVT-i Engine,4,Dual VVT-i,5,Silver,No,No,RWD,7,Power,178mm,9544.285567,Third Party insurance,10.75 kmpl,Disc,Drum,10.5,10.94071856,167.99,Bangalore,2019,5262,2.7 ZX AT BSIV,₹ 21.75 Lakh,645877,Bangalore
0,Diesel,MUV,"59,577",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,1-GD FTV Engine,4,Direct Injection,5,Silver,Yes,No,RWD,8,Power,178mm,9544.285567,Comprehensive,11.36 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2018,2409,2.8 GX AT 8S BSIV,₹ 21.65 Lakh,645877,Bangalore
0,Diesel,SUV,"37,354",Automatic,1,1st Owner,Kia,Kia Seltos,Disc,"Tubeless,Radial",16,1.5L CRDi VGT,4,CRDi,5,Orange,Yes,No,2WD,5,Electric,190mm,433,Third Party,17.8 kmpl,Disc,Disc,10.5,11.8,175.7062571,Bangalore,2020,7116,HTK Plus AT D,₹ 14.75 Lakh,645877,Bangalore
0,Diesel,MUV,"26,918",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,7,Direct Injection,5,Golden,Yes,No,RWD,8,Power,178mm,9544.285567,Comprehensive,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2018,2410,2.4 VX MT 8S BSIV,₹ 23.25 Lakh,645877,Bangalore
0,Diesel,MUV,"37,678",Automatic,2,2nd Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",17,1-GD FTV Engine,4,Direct Injection,5,White,Yes,No,RWD,7,Power,178mm,9544.285567,Comprehensive,11.36 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2018,2403,2.8 ZX AT BSIV,₹ 22.95 Lakh,645877,Bangalore
0,Petrol,Sedan,"40,844",Automatic,1,1st Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",16,1.0L TSI Petrol,3,Direct Injection,4,Silver,Yes,No,FWD,5,Power,116mm,460,Comprehensive,16.24 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7981,1.0 TSI Ambition AT,₹ 11.45 Lakh,645877,Bangalore
0,Diesel,SUV,"38,199",Manual,2,2nd Owner,Renault,Renault Captur,Drum,"Radial,Tubeless",16,K9K dCi Diesel Engine,4,CRDi,5,Brown,Yes,No,FWD,5,Power,210mm,392,Zero Dep,20.37 kmpl,Disc,Drum,10.5,13.24,175.7062571,Bangalore,2018,6101,1.5 Diesel RXT Mono,₹ 8.58 Lakh,883000,Bangalore
0,Petrol,Sedan,"1,24,707",Manual,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Petrol Engine,4,MPFI,4,White,No,No,FWD,5,Power,120mm,460,Third Party insurance,15.41 kmpl,Disc,Drum,10.5,10.94071856,185,Bangalore,2017,3140,1.6 MPI Ambition BSIV,₹ 6.35 Lakh,658000,Bangalore
0,Diesel,SUV,"70,000",Automatic,2,2nd Owner,Hyundai,Hyundai Creta,Drum,Tubeless,17,U2 CRDI VGT Engine,4,CRDi,5,Others,Yes,No,FWD,5,Power,190mm,400,Third Party insurance,17.6 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6439,1.6 SX Automatic Diesel,₹ 12.90 Lakh,645877,Bangalore
0,Petrol,SUV,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.2 L MPi Petrol,4,MPi,5,Gray,No,No,FWD,5,Electric,190mm,350,Third Party insurance,17.52 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7931,S Plus,₹ 8.50 Lakh,645877,Bangalore
0,Petrol,Hatchback,"20,000",Manual,2,2nd Owner,Datsun,Datsun RediGO,Drum,Radial,16,0.8L Petrol Engine,3,MPFi,5,Others,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.7 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,5236,T Option,₹ 3.15 Lakh,645877,Bangalore
0,Petrol,SUV,"40,000",Automatic,2,2nd Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Others,Yes,No,FWD,5,Power,209 mm,350,Third Party insurance,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Bangalore,2018,6388,1.2 Revotron XZA Plus DualTone,₹ 9.25 Lakh,645877,Bangalore
0,Petrol,Hatchback,"38,396",Automatic,1,1st Owner,Datsun,Datsun RediGO,Drum,Tubeless Radial Tyres,16,1.0L Petrol Engine,3,MPFi,5,White,No,No,2WD,5,Power,185mm,222,Comprehensive,23 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2018,6211,AMT 1.0 S,₹ 3.47 Lakh,645877,Bangalore
0,Petrol,Sedan,"6,731",Manual,1,1st Owner,Skoda,Skoda Slavia,Drum,"Tubeless,Radial",16,1.0 L TSI Petrol,3,Direct Injection,4,Black,Yes,No,FWD,5,Electric,145mm,521,Third Party,19.47 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2022,8692,1.0 TSI Ambition BSVI,₹ 13.58 Lakh,645877,Bangalore
0,Petrol,SUV,"10,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Others,Yes,No,FWD,5,Electric,190mm,350,Third Party insurance,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2021,7925,SX Opt iMT,₹ 11.50 Lakh,645877,Bangalore
0,Petrol,SUV,"21,925",Automatic,1,1st Owner,Tata,Tata Nexon,Drum,Tubeless Radial Tyres,16,Revotron 1.2L Turbocharged engine,3,MPFI,5,Silver,Yes,No,FWD,5,Power,209 mm,350,Comprehensive,17 kmpl,Disc,Drum,10.5,10.94071856,154.19,Bangalore,2020,6364,1.2 Revotron XZA Plus,₹ 10.30 Lakh,645877,Bangalore
0,Diesel,MUV,"50,000",Manual,1,1st Owner,Mahindra,Mahindra Marazzo,Disc,"Tubless, Radial",17,D15 1.5 Liter Diesel Engine,4,CRDi,5,Others,Yes,No,FWD,7,Power,200mm,190,Third Party insurance,17.3 kmpl,Disc,Disc,10.5,10.94071856,145,Bangalore,2019,6517,M8,₹ 13.50 Lakh,645877,Bangalore
0,Petrol,Sedan,"62,011",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,D15 1.5 Liter Diesel Engine,4,CRDi,4,White,Yes,No,FWD,5,Electric,160,378,Comprehensive,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2016,10244,VXI,₹ 6.08 Lakh,645877,Bangalore
0,Petrol,Sedan,"30,000",Automatic,3,3rd Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,D15 1.5 Liter Diesel Engine,4,CRDi,4,Others,Yes,No,FWD,5,Electric,160,378,Third Party insurance,22.61 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7712,VXI AT BSVI,₹ 6.30 Lakh,645877,Bangalore
0,Petrol,SUV,"30,000",Automatic,2,2nd Owner,Hyundai,Hyundai Venue,Drum,Radial,16,D15 1.5 Liter Diesel Engine,3,GDi,5,Others,Yes,No,FWD,5,Power,190mm,350,Third Party insurance,18.15 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,6946,SX Plus Turbo DCT BSIV,₹ 11 Lakh,645877,Bangalore
0,Petrol,SUV,"20,000",Manual,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",17,1.0 TSI Petrol Engine,3,TSI,5,White,Yes,No,FWD,5,Electric,155mm,3851405,Comprehensive,18.09 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2022,9806,1.0 TSI Style,₹ 16.95 Lakh,645877,Bangalore
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Tata,Tata Tigor,Drum,"Tubeless,Radial",15,1.2L Revotron Engine,3,TSI,4,Blue,Yes,No,FWD,5,Electric,170,419,Third Party insurance,19.28 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2021,7373,XZ Plus BSVI,₹ 8 Lakh,645877,Bangalore
0,Petrol,SUV,"30,535",Manual,2,2nd Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Third Party,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7927,SX Opt Sport iMT,₹ 10.73 Lakh,645877,Bangalore
0,Diesel,Sedan,"70,000",Manual,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,2.0TDI Diesel Engine,4,common rail system,4,Others,Yes,No,FWD,5,Power,155mm,590,Third Party insurance,21 kmpl,Disc,Disc,16.1,10.94071856,205,Bangalore,2018,5913,2.0 TDI MT Style,₹ 16 Lakh,645877,Bangalore
0,Petrol,Hatchback,"55,609",Manual,1,1st Owner,Renault,Renault KWID,Drum,"Tubeless,Radial",16,Petrol Engine,3,MPFi,5,White,No,No,FWD,5,Power,184mm,279,Third Party insurance,23.01 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2019,7191,Climber 1.0 MT Opt BSIV,₹ 4.45 Lakh,466000,Bangalore
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Datsun,Datsun RediGO,Drum,"Tubeless,Radial",16,1.0L Petrol Engine,3,MPFi,5,Others,No,No,2WD,5,Power,185mm,222,Third Party insurance,22.5 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2018,5907,1.0 S,₹ 3 Lakh,645877,Bangalore
0,Petrol,SUV,"13,802",Automatic,1,1st Owner,Skoda,Skoda Kushaq,Drum,"Tubeless, Radial",17,1.0 TSI Petrol Engine,3,TSI,5,White,Yes,No,FWD,5,Electric,155mm,3851405,Comprehensive,17.2 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2022,8677,1.0 TSI Style AT BSVI,₹ 17.65 Lakh,645877,Bangalore
0,Petrol,SUV,"42,000",Manual,1,1st Owner,Kia,Kia Seltos,Drum,"Tubeless,Radial",17,1.0 TSI Petrol Engine,4,GDI,5,White,Yes,No,2WD,5,Power,190mm,433,Comprehensive,16.1 kmpl,Disc,Drum,10.5,11.8,175.7062571,Bangalore,2020,7110,GTK,₹ 15.95 Lakh,645877,Bangalore
0,Petrol,Sedan,"88,000",Automatic,1,1st Owner,Skoda,Skoda Octavia,Disc,"Tubeless,Radial",16,1.8TSI Petrol Engine,4,Direct Injection,4,Maroon,Yes,No,FWD,5,Power,155mm,590,Comprehensive,15.1 kmpl,Disc,Disc,9.6,10.94071856,220,Bangalore,2016,5910,1.8 TSI AT Style,₹ 11.25 Lakh,645877,Bangalore
0,Diesel,SUV,"55,398",Manual,1,1st Owner,Renault,Renault Duster,Drum,Radial,16,1.5L 16 Valve Diesel Engine,4,Common Rail Direct Injection (dCi),5,Orange,No,No,FWD,5,Power,205,475,Third Party insurance,19.87 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7019,RXS 85PS BSIV,₹ 9.99 Lakh,645877,Bangalore
0,Petrol,Hatchback,"43,285",Manual,3,3rd Owner,Renault,Renault KWID,Drum,"Tubeless,Radial",16,Petrol Engine,3,MPFi,5,Blue,No,No,FWD,5,Power,184mm,279,Third Party insurance,23.01 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7191,Climber 1.0 MT Opt BSIV,₹ 4.42 Lakh,515000,Bangalore
0,Petrol,SUV,"29,916",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,White,Yes,No,FWD,5,Electric,190mm,350,Third Party,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2021,7924,SX Turbo iMT,₹ 10.85 Lakh,645877,Bangalore
0,Petrol,Sedan,"10,066",Automatic,1,1st Owner,Skoda,Skoda Slavia,Drum,"Tubeless,Radial",16,1.0 L TSI Petrol,3,Direct Injection,4,Silver,Yes,No,FWD,5,Electric,145mm,521,Third Party,18.07 kmpl,Disc,Drum,10.5,10.94071856,141.35,Bangalore,2022,8693,1.0 TSI Ambition AT BSVI,₹ 14.88 Lakh,645877,Bangalore
0,Petrol,Sedan,"39,243",Automatic,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Petrol Engine,4,MPFI,4,White,No,No,FWD,5,Power,120mm,460,Comprehensive,14.84 kmpl,Disc,Drum,10.5,10.94071856,185,Bangalore,2019,5496,1.6 MPI AT Ambition BSIV,₹ 9.39 Lakh,645877,Bangalore
0,Petrol,Sedan,"36,309",Automatic,2,2nd Owner,Skoda,Skoda Rapid,Drum,"Tubeless,Radial",15,Petrol Engine,4,MPFI,4,White,No,No,FWD,5,Power,120mm,460,Third Party insurance,14.84 kmpl,Disc,Drum,10.5,10.94071856,185,Bangalore,2017,5496,1.6 MPI AT Ambition BSIV,₹ 8.88 Lakh,645877,Bangalore
0,Petrol,Sedan,"44,074",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,Drum,"Tubeless, Radial",16,Petrol Engine,4,MPFI,4,Black,No,No,FWD,5,Electric,160,378,Third Party,22.41 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2012,10244,VXI,₹ 4.09 Lakh,434999,Bangalore
0,Diesel,MUV,"1,57,000",Manual,2,2nd Owner,Toyota,Toyota Innova Crysta,Drum,"Tubeless,Radial",16,2-GD FTV Engine,7,CRDi,5,White,Yes,No,RWD,8,Power,178mm,9544.285567,Comprehensive,13.68 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2016,7314,2.4 VX MT 8 STR,₹ 17.75 Lakh,645877,Bangalore
0,Petrol,SUV,"27,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,Drum,Radial,16,Kappa 1.0 L Turbo GDi Petrol,3,GDi,5,Blue,Yes,No,FWD,5,Electric,190mm,350,Comprehensive,18 kmpl,Disc,Drum,10.5,10.94071856,175.7062571,Bangalore,2020,7924,SX Turbo iMT,₹ 10.85 Lakh,645877,Bangalore
